,postcode,propertyType,bedrooms,datesold_year,month,price,lag1,lag2,lag3,lag6,lag12,lag24,lag36
221,0,0,5,2009,11,14.17318500223609,14.137594057133388,13.547631112808672,14.067771742583783,14.050045231316075,14.023768573057472,13.91769339046661,13.842612584971029
667,2,0,3,2009,11,13.420985389894444,13.287585871198637,13.341498907320998,13.204711118753082,13.190022025878145,13.158534573709156,13.314841514407656,13.36331055968262
801,2,0,4,2009,11,13.495305293806933,13.393916067926224,13.329377546788656,13.453583751870594,13.681407573440795,14.077874822431763,13.588242095434461,13.559085672678526
917,2,0,5,2009,11,13.560618308335483,13.997832114758229,13.527828485512494,13.670484785914017,13.780510964261605,13.758964178212375,13.691856719929458,13.641166689512449
994,2,1,1,2009,11,12.45722039325398,12.631340380934516,12.552318393978366,12.806967466385034,12.35017298950393,12.622611193258889,12.607384487587028,12.607999896418997
1091,2,1,2,2009,11,12.57418196709457,13.005829561148378,12.842649474601725,12.775167177420139,12.689270102178691,12.836129937814892,12.83364139496258,12.834580754998028
1324,3,0,4,2009,11,14.126664986601195,13.521139497361697,13.696727021974308,13.995746608267206,14.291744736960643,14.046714146759511,14.023154343843716,13.996364810302776
1533,3,1,2,2009,11,12.779873068457553,12.834681304952548,12.871977089696244,12.853175887588712,13.07806311850775,13.026247012254581,13.017486955585385,13.004477477989525
1666,4,0,2,2009,11,12.894207284266574,12.88664104388326,13.041153321978786,13.09190416991962,12.742566016044742,13.16918157425752,13.155271827066493,13.072128187551762
1724,4,0,3,2009,11,13.386264921190708,13.38472764187182,13.373122095751512,13.337474757021274,13.349498949988076,13.132313708257495,13.41885232153483,13.38042483874634
1971,4,1,2,2009,11,13.262125319779487,13.698976741708323,13.011431816697048,12.878698190369322,12.917182526464291,13.105586000477631,13.0905335361414,13.079514586728916
2174,5,0,3,2009,11,13.554145793829866,13.270783382522602,13.27594246533263,13.503535792943447,13.09190416991962,13.262125319779487,13.42190567533179,13.397962627024734
2280,5,0,4,2009,11,13.652991628466498,13.624955196243215,13.567049198665774,13.473020249017498,13.308012724290958,13.36138027787483,13.622419834486076,13.590243371416449
2554,6,0,3,2009,11,13.16158409055761,13.253391639810733,13.028052697933088,13.049792684569493,12.987688474077729,13.306919608026675,13.275109096070278,13.238258589203333
2928,7,0,3,2009,11,13.473020249017498,13.189990872744914,13.082582507392484,13.08932352332613,13.10724973959428,12.896716695872,13.264899903828647,13.242377659135961
3044,7,0,4,2009,11,13.434835618663328,13.151922179645874,13.272219132948706,13.426164831735996,13.413788436134944,13.39239051461739,13.508225499998941,13.493079569127792
3155,7,0,5,2009,11,13.64709190633931,13.444446876573442,13.705137500482904,13.573438996764546,13.968231644981936,13.666220181078502,13.623394787011767,13.605995250356761
3400,9,0,3,2009,11,13.028052697933088,13.203636097533064,13.076319438902921,13.060541163760986,13.0705611816186,13.147055989994701,13.149317884569658,13.125464951482565
3535,9,0,4,2009,11,13.362938118928207,13.200064885068182,13.27762772259034,13.398478813484644,13.235692062711331,13.462400680190038,13.361481290035485,13.336828455753206
3940,10,0,4,2009,11,13.369223455335854,14.006130917572923,13.681979165339753,13.864300722133706,13.500799813124576,13.877882616152727,13.825972904938924,13.770330497747583
4049,10,1,1,2009,11,12.206072645530174,12.765688433465597,12.691580461311874,12.80765263256463,12.641096555879882,12.784688183058895,12.777990407758749,12.782120441901274
4160,10,1,2,2009,11,13.06048797368624,12.950388112664518,13.049738919683328,13.270998876543477,13.099094750464975,12.814478597635029,13.075692966694282,13.067959219457197
4272,10,1,3,2009,11,13.122363377404328,13.09190416991962,13.34550692871854,12.86099861326992,13.293434266054367,13.275746681895146,13.238743099002457,13.22394090965604
4391,11,0,3,2009,11,13.062613372998554,12.933923139602197,13.197470849891134,12.921470435024938,12.97424999194011,12.855790268162783,13.120563247531196,13.098691191214007
4516,11,0,4,2009,11,13.387544184509597,13.270783382522602,13.64709190633931,13.438997271805878,13.60787119318603,13.487006490992238,13.41792848484126,13.404296788408775
4762,12,0,2,2009,11,12.821258284620408,12.80765263256463,12.540757571577291,12.831470748426545,12.82509255421644,12.807366473957066,12.796258945606874,12.7989528471679
4843,12,0,3,2009,11,12.921623235086356,12.918304408538942,12.899106183269382,12.905916105880998,12.893176602542834,12.809363496968258,12.953678652749193,12.936727566147516
4983,12,0,4,2009,11,13.101139740952702,13.051940913107781,13.075212281727929,13.060501271470166,13.032985566253112,12.94800999025955,13.167924957058393,13.150579692262612
5191,12,1,1,2009,11,12.577636201962656,12.466331669434851,12.471541715556354,12.471288489601527,12.494070384771232,12.519925991765135,13.216973045246451,13.198091075432924
5276,13,1,2,2009,11,12.92391243868049,12.965062901094697,12.941878443293522,12.92391243868049,13.227322350426837,13.221756930054593,13.216973045246451,13.198091075432924
5350,14,0,3,2009,11,12.983101310070822,12.954240540010188,12.964246509307191,13.018113356030527,12.919523553304957,12.84792653170257,13.08846072020368,13.06627890030321
5487,14,0,4,2009,11,13.474427708785377,13.304684934198283,13.115338762467365,13.10724973959428,13.122363377404328,13.122363377404328,13.300864571260435,13.274147164538215
5676,14,1,1,2009,11,12.567237494741757,12.674512552799724,12.647548191161372,12.594730635321955,12.64271281946352,12.637431736917334,12.641832024437127,12.658341526774466
5763,14,1,2,2009,11,12.948009990259552,12.989974189358584,12.84397135185964,12.834681304952548,12.736700896592344,12.84111398287421,12.840930037125766,12.83639353996519
6126,18,0,3,2009,11,12.92391243868049,12.959059826446136,12.84792653170257,12.936033799212836,12.858211802362742,12.886641043883259,12.995684403261208,12.983887652959897
6259,18,0,4,2009,11,13.270208504668311,13.150950834256241,13.399995114002609,12.980799813082541,13.174006610556168,13.068962600677214,13.251051376069034,13.227314737317021
6453,19,0,3,2009,11,12.976180867226248,12.974906907936454,12.976180867226248,12.972702602849923,12.99849939018194,13.056136075458888,13.03398854307046,13.017365950755817
6572,19,0,4,2009,11,12.965709567358951,13.274225726713574,13.029699692540907,12.9725864520861,13.071070083016778,13.132313708257495,13.21938138964173,13.196590226784682
6746,20,0,3,2009,11,13.032073906056867,13.081280932303098,12.909170156943288,12.901716706288706,12.92391243868049,12.88664104388326,13.066597420037908,13.054524165534497
6865,20,0,4,2009,11,13.447962428901906,13.22401703113083,13.337474757021274,13.172422577277066,13.115180499332991,13.1155904931169,13.310164171269392,13.298888981114336
7109,21,0,3,2009,11,12.932805702945746,12.903739285430975,12.936154273883181,12.862037034962404,12.824226847048688,12.813226112923143,12.769964990232857,12.948609319155338
7249,21,0,4,2009,11,13.256369657252064,13.078411489875144,12.954287862167613,13.217673557208654,13.022174650148896,13.024435488673348,13.19849010122038,13.18728418253295
7376,21,0,5,2009,11,13.437903777984507,13.195613839143922,13.17115354157376,13.248996028337693,13.362167369611646,13.33723051103407,13.317768438237716,13.306431606779475
7532,22,0,3,2009,11,12.932893935236043,12.917387130045567,12.852502512081617,12.85239023873332,12.814251814552074,12.78049885070576,12.72486643894534,12.897717760052055
7669,22,0,4,2009,11,13.267905682694986,13.321214236149494,13.308012724290958,13.287877815881904,13.056935572081874,13.287877815881902,13.26084450089276,13.246513279325166
7789,22,0,5,2009,11,13.214030565930152,13.489780417874965,13.112313041550829,13.122363377404328,13.383187995686226,13.469411688938859,13.43913388255052,13.441168813419466
8024,24,0,3,2009,11,13.005829561148378,12.86099861326992,12.959844447906551,12.614865543731012,13.088951338339724,13.065375249231414,13.038242997322733,13.010169567954518
8082,24,0,4,2009,11,13.159659162148024,13.369223455335854,13.190022025878145,13.077366011473591,13.4097954186009,13.33786146402095,13.30473376327346,13.282928258768887
8377,25,0,3,2009,11,12.86747112777554,12.841987880134987,12.92391243868049,12.900718702213855,12.880716354525559,12.79547836941902,12.967606449445613,12.951623690346755
8513,25,0,4,2009,11,13.322524852326614,13.262125319779487,13.270783382522602,13.259513215551562,13.151922179645872,13.36138027787483,13.344567282946443,13.32112862605652
8869,26,0,3,2009,11,13.068259118411127,12.932412793445884,12.962585785045269,12.90669184092882,12.938140013320778,13.059142720983537,13.03886565256021,13.022704447999411
8993,26,0,4,2009,11,13.049792684569493,13.178271009342625,13.303016877097585,13.193221175500792,13.201790511035652,13.139712015738942,13.320344046191558,13.30000884300091
43,0,0,3,2009,12,14.108180171927094,13.558680948995258,13.710150042306449,13.541073712262516,13.262125319779487,13.738728048482427,13.698565172424123,13.641490002971608
668,2,0,3,2009,12,13.42209753088025,13.420985389894444,13.287585871198637,13.341498907320998,13.224716876516144,13.197470849891134,13.06048797368624,13.36331055968262
802,2,0,4,2009,12,13.50021255657447,13.495305293806933,13.393916067926224,13.329377546788656,13.676248490630767,13.337474757021274,13.588242095434461,13.559085672678526
995,2,1,1,2009,12,12.456831363877356,12.45722039325398,12.631340380934516,12.552318393978366,12.757080058928995,12.622611193258889,12.607384487587028,12.607999896418997
1092,2,1,2,2009,12,12.641096555879882,12.57418196709457,13.005829561148378,12.842649474601725,12.706847933442663,12.89921982609012,12.83364139496258,12.834580754998028
1241,3,0,3,2009,12,13.764217263576723,13.81049801614073,13.641157170819495,13.935513350358969,13.541402605539613,13.826357007886234,13.783233359370383,13.749407091268846
1413,3,0,5,2009,12,14.166167429577444,14.094088816166582,14.291744736960643,14.19394699368452,14.16550541779198,14.149991650566905,14.13802567294253,14.117800329335722
1469,3,1,1,2009,12,12.830316236331722,12.959844447906551,12.75035997617513,12.751420017574098,12.752246725468483,12.728493371771446,12.713086056353823,12.758944669257355
1534,3,1,2,2009,12,12.978493006984626,12.779873068457553,12.834681304952548,12.871977089696244,13.180632285528304,13.026247012254581,13.017486955585385,13.004477477989525
1725,4,0,3,2009,12,13.185338176565716,13.386264921190708,13.38472764187182,13.373122095751512,13.38472764187182,13.166380262821104,13.41885232153483,13.38042483874634
2175,5,0,3,2009,12,13.34550692871854,13.554145793829866,13.270783382522602,13.27594246533263,13.159177350527045,13.366093562326927,13.42190567533179,13.397962627024734
2555,6,0,3,2009,12,13.270783382522602,13.16158409055761,13.253391639810733,13.028052697933088,13.009194679298691,13.306919608026675,13.275109096070278,13.238258589203333
2634,6,0,4,2009,12,13.617059619240436,14.0623706358958,14.24077829336862,13.622631169557884,13.611163364806805,13.583782313684628,13.511494444242759,13.474366648911017
2798,6,1,2,2009,12,12.80490914661888,12.66032791780777,12.66032791780777,12.627985085016938,12.628067055589549,12.71871372813519,12.708920166319485,12.700576282498597
2874,6,1,3,2009,12,13.287877815881902,12.89921982609012,13.240202603260084,13.241045053918304,13.239937098331056,13.242196909152506,13.216973045246451,13.198091075432924
2929,7,0,3,2009,12,13.36138027787483,13.473020249017498,13.189990872744914,13.082582507392484,13.180632285528306,13.16158409055761,13.264899903828647,13.242377659135961
3156,7,0,5,2009,12,13.558249914505826,13.64709190633931,13.444446876573442,13.705137500482904,13.38472764187182,13.666220181078502,13.623394787011767,13.605995250356761
3401,9,0,3,2009,12,13.090614679089748,13.028052697933088,13.203636097533064,13.076319438902921,12.993961662599805,12.991874969250391,13.149317884569658,13.125464951482565
3536,9,0,4,2009,12,13.403775836842515,13.362938118928207,13.200064885068182,13.27762772259034,13.247011681969438,13.18090179098742,13.361481290035485,13.336828455753206
3653,9,0,5,2009,12,13.434250138552928,13.444446876573442,13.1749558275235,13.201174557828619,13.599729255896749,13.595616820454628,13.52605398667633,13.496099748531973
3720,9,1,1,2009,12,12.513557345278134,12.565847775403563,12.564149305203898,12.57053798855686,12.576576801206095,12.48544362913355,13.216973045246451,13.198091075432924
4161,10,1,2,2009,12,13.013366629028562,13.06048797368624,12.950388112664518,13.049738919683328,12.86617997201192,12.934023748284812,13.075692966694282,13.067959219457197
4392,11,0,3,2009,12,13.353475098367715,13.062613372998554,12.933923139602197,13.197470849891134,12.875183248261878,12.80765263256463,13.120563247531196,13.098691191214007
4517,11,0,4,2009,12,13.480736877978643,13.387544184509597,13.270783382522602,13.64709190633931,13.554145793829866,12.941440841524082,13.41792848484126,13.404296788408775
4844,12,0,3,2009,12,12.890254759704469,12.921623235086356,12.918304408538942,12.899106183269382,12.845291484064564,12.803397014912782,12.953678652749193,12.936727566147516
4984,12,0,4,2009,12,13.096312700204386,13.101139740952702,13.051940913107781,13.075212281727929,13.057691514043745,13.0428059686209,13.155798153490569,13.150579692262612
5108,12,0,5,2009,12,13.321214236149494,13.262560007897612,13.164464553422965,13.182517300224076,13.102160670086809,13.325428425057453,13.305425142468126,13.278814653788588
5351,14,0,3,2009,12,12.97733760535407,12.983101310070822,12.954240540010188,12.964246509307191,12.95968757285721,12.83997394087941,13.08846072020368,13.06627890030321
5488,14,0,4,2009,12,13.371174675467117,13.474427708785377,13.304684934198283,13.115338762467365,13.180632285528304,13.086217930767976,13.300864571260435,13.274147164538215
5764,14,1,2,2009,12,12.800779753276865,12.948009990259552,12.989974189358584,12.84397135185964,12.88071635452556,12.84111398287421,12.840930037125766,12.83639353996519
5952,16,1,1,2009,12,12.206072645530174,12.206072645530174,12.206072645530174,12.206072645530174,12.207625460529993,12.206072645530174,13.216973045246451,13.198091075432924
5975,17,0,3,2009,12,13.046561663988047,12.985397522331173,12.751299696013495,12.994530005894443,13.08858178316838,13.050626210013723,13.216973045246451,13.198091075432924
5999,17,0,4,2009,12,13.075271769870476,13.186370507378623,12.988831984779804,13.076319438902924,13.133245431572442,13.221756930054593,13.216973045246451,13.198091075432924
6127,18,0,3,2009,12,12.939761781403055,12.92391243868049,12.959059826446136,12.84792653170257,12.93200964891311,12.833124538264297,12.995684403261208,12.983887652959897
6454,19,0,3,2009,12,12.977337605354071,12.976180867226248,12.974906907936454,12.976180867226248,12.87326078692002,12.84792653170257,13.03398854307046,13.017365950755817
6573,19,0,4,2009,12,13.102160670086809,12.965709567358951,13.274225726713574,13.029699692540907,12.97502278950562,13.38472764187182,13.21938138964173,13.196590226784682
6747,20,0,3,2009,12,12.93200964891311,13.032073906056867,13.081280932303098,12.909170156943288,12.951575056424048,12.994530005894443,13.066597420037908,13.054524165534497
6866,20,0,4,2009,12,13.250756592172728,13.447962428901906,13.22401703113083,13.337474757021274,13.474427708785376,13.079455876393052,13.310164171269392,13.298888981114336
7110,21,0,3,2009,12,12.961859223604895,12.932805702945746,12.903739285430975,12.936154273883181,12.94164054197407,12.80693809162676,12.86099861326992,12.948609319155338
7250,21,0,4,2009,12,13.208388156755412,13.256369657252064,13.078411489875144,12.954287862167613,13.06948988779726,13.209763567685162,12.84792653170257,13.18728418253295
7377,21,0,5,2009,12,13.16158409055761,13.437903777984507,13.195613839143922,13.17115354157376,13.345506928718539,13.33723051103407,13.317768438237716,13.306431606779475
7533,22,0,3,2009,12,12.88071635452556,12.932893935236043,12.917387130045567,12.852502512081617,12.903392924770744,12.841105072750352,12.6132030329574,12.897717760052055
7670,22,0,4,2009,12,13.055047670119459,13.267905682694986,13.321214236149494,13.308012724290958,13.096312700204386,13.162682388306674,13.26084450089276,13.246513279325166
8305,25,0,2,2009,12,12.742566016044742,12.762827201184564,12.72486643894534,12.70552281343458,13.217673557208654,12.84104707594095,12.82086492717994,12.831791141641133
8378,25,0,3,2009,12,12.793859310432293,12.86747112777554,12.841987880134987,12.92391243868049,12.948009990259552,12.806654091135194,12.967606449445613,12.951623690346755
8514,25,0,4,2009,12,13.195846154164133,13.322524852326614,13.262125319779487,13.270783382522602,13.341231133855748,13.15347437242938,13.344567282946443,13.32112862605652
8870,26,0,3,2009,12,12.93301720567341,13.068259118411127,12.932412793445884,12.962585785045269,13.001889223936455,12.905450375840756,13.03886565256021,13.022704447999411
44,0,0,3,2010,1,13.623138665316818,14.108180171927094,13.558680948995258,13.710150042306449,13.321214236149494,13.738728048482427,13.698565172424123,13.641490002971608
470,1,1,2,2010,1,13.081541382884074,12.936033799212836,13.27804842204443,13.279957777585883,13.280420220831116,13.283754021927367,13.267841382332346,13.239079109053435
918,2,0,5,2010,1,13.270783382522602,13.560618308335483,13.997832114758229,13.527828485512494,13.780510964261605,13.758964178212375,13.691856719929458,13.641166689512449
996,2,1,1,2010,1,12.506177237980513,12.456831363877356,12.45722039325398,12.631340380934516,12.429216196844385,12.622611193258889,12.607384487587028,12.607999896418997
1093,2,1,2,2010,1,12.78015471893118,12.641096555879882,12.57418196709457,13.005829561148378,12.80284658143253,12.65075846679162,12.83364139496258,12.834580754998028
1535,3,1,2,2010,1,13.369223455335854,12.978493006984626,12.779873068457553,12.834681304952548,13.17115354157376,13.026247012254581,13.017486955585385,13.004477477989525
2079,4,1,3,2010,1,14.291744736960643,13.030248088496522,12.996044010725658,12.911642346088676,13.382175382288407,13.387971787152422,13.379345262305389,13.352832227981777
2696,6,0,5,2010,1,14.115615150414612,13.489780417874965,13.270783382522602,13.88172104145123,13.864395152203132,13.943792541995878,13.950143630870008,13.198091075432924
3045,7,0,4,2010,1,13.432784936825598,13.434835618663328,13.151922179645874,13.272219132948706,13.132313708257495,13.46949290849953,13.508225499998941,13.493079569127792
3402,9,0,3,2010,1,13.112313041550829,13.090614679089748,13.028052697933088,13.203636097533064,13.067555140909334,13.002002020733146,13.149317884569658,13.125464951482565
3537,9,0,4,2010,1,13.190022025878145,13.403775836842515,13.362938118928207,13.200064885068182,13.038981768465275,13.017002861746503,13.361481290035485,13.336828455753206
4050,10,1,1,2010,1,12.845291484064564,12.206072645530174,12.765688433465597,12.691580461311874,12.767115985456782,12.768541502448002,12.777990407758749,12.782120441901274
4273,10,1,3,2010,1,13.36138027787483,13.122363377404328,13.09190416991962,13.34550692871854,13.293434266054367,13.275746681895146,13.238743099002457,13.22394090965604
4393,11,0,3,2010,1,12.94919975839514,13.353475098367715,13.062613372998554,12.933923139602197,13.108940357072187,12.994530005894443,13.120563247531196,13.098691191214007
4763,12,0,2,2010,1,12.827992316801751,12.821258284620408,12.80765263256463,12.540757571577291,12.82509255421644,12.807366473957066,12.796258945606874,12.7989528471679
4845,12,0,3,2010,1,12.919839113292856,12.890254759704469,12.921623235086356,12.918304408538942,12.893788436092912,12.763781855195015,12.953678652749193,12.936727566147516
4985,12,0,4,2010,1,13.071070083016778,13.096312700204386,13.101139740952702,13.051940913107781,13.035716193828486,13.16254516703716,13.033532163697712,13.150579692262612
5352,14,0,3,2010,1,12.8790171187726,12.97733760535407,12.983101310070822,12.954240540010188,13.04692118223747,12.885374419268066,13.08846072020368,13.06627890030321
5489,14,0,4,2010,1,13.137251989898079,13.371174675467117,13.474427708785377,13.304684934198283,13.287877815881902,13.183928733062483,13.300864571260435,13.274147164538215
5606,14,0,5,2010,1,13.159659162148026,13.017002861746503,13.592367006650065,13.348701819615057,13.56509145624106,13.540817240906156,13.512710206381044,13.481560192369288
5677,14,1,1,2010,1,12.779873068457553,12.567237494741757,12.674512552799724,12.647548191161372,12.64271281946352,12.637431736917334,12.641832024437127,12.658341526774466
6000,17,0,4,2010,1,13.279367126213993,13.075271769870476,13.186370507378623,12.988831984779804,13.273624171244911,13.221756930054593,13.216973045246451,13.198091075432924
6128,18,0,3,2010,1,12.977568792501096,12.939761781403055,12.92391243868049,12.959059826446136,12.862728717507705,12.942039823273047,12.995684403261208,12.983887652959897
6455,19,0,3,2010,1,13.001325049027272,12.977337605354071,12.976180867226248,12.974906907936454,12.94800999025955,12.845819049363003,13.03398854307046,13.017365950755817
6574,19,0,4,2010,1,13.17115354157376,13.102160670086809,12.965709567358951,13.274225726713574,13.080499173305629,13.090872710312958,13.21938138964173,13.196590226784682
6867,20,0,4,2010,1,13.371824237035911,13.250756592172728,13.447962428901906,13.22401703113083,13.226723392728571,13.44283543396941,13.547631112808672,13.298888981114336
7111,21,0,3,2010,1,12.894207284266574,12.961859223604895,12.932805702945746,12.903739285430975,12.884317671838012,12.770960227394696,12.807652632564631,12.948609319155338
7251,21,0,4,2010,1,13.250463380031645,13.208388156755412,13.256369657252064,13.078411489875144,13.050509273636345,13.06851946453221,13.049792684569493,13.18728418253295
7534,22,0,3,2010,1,12.852302906302366,12.88071635452556,12.932893935236043,12.917387130045567,12.927737865011352,12.719893778275964,12.774223335915432,12.897717760052055
7671,22,0,4,2010,1,13.315460007366243,13.055047670119459,13.267905682694986,13.321214236149494,13.192355749224363,13.092934566713517,13.26084450089276,13.246513279325166
8306,25,0,2,2010,1,12.699243334057444,12.742566016044742,12.762827201184564,12.72486643894534,12.948009990259552,12.84104707594095,12.82086492717994,12.831791141641133
8379,25,0,3,2010,1,13.149978544437301,12.793859310432293,12.86747112777554,12.841987880134987,12.881055855462447,13.0140355005187,12.967606449445613,12.951623690346755
8515,25,0,4,2010,1,13.369223455335854,13.195846154164133,13.322524852326614,13.262125319779487,13.259949040356892,13.230320518909421,13.344567282946443,13.32112862605652
8871,26,0,3,2010,1,13.028052697933088,12.93301720567341,13.068259118411127,12.932412793445884,12.985397522331173,12.917796211663054,13.03886565256021,13.022704447999411
8994,26,0,4,2010,1,13.20854107364538,13.049792684569493,13.178271009342625,13.303016877097585,13.36138027787483,13.084315309766799,13.320344046191558,13.30000884300091
143,0,0,4,2010,2,14.291744736960643,13.691080479586097,13.569610019527447,13.919870573288517,13.687677186454389,13.974072245903562,13.935228747460904,13.897589266294341
320,0,1,2,2010,2,12.821258284620408,12.834681304952548,13.369223455335854,13.267329147654516,13.27394572740249,13.286423428707462,13.24470689788733,13.145202157137815
669,2,0,3,2010,2,13.430031883788226,13.42209753088025,13.420985389894444,13.287585871198637,13.180868106776893,13.094992180608196,13.132313708257495,13.36331055968262
803,2,0,4,2010,2,13.370784735902808,13.50021255657447,13.495305293806933,13.393916067926224,13.337474757021274,13.619069792609436,13.588242095434461,13.559085672678526
919,2,0,5,2010,2,13.463112170792805,13.270783382522602,13.560618308335483,13.997832114758229,13.780510964261605,13.758964178212375,13.691856719929458,13.641166689512449
1094,2,1,2,2010,2,12.601487417784837,12.78015471893118,12.641096555879882,12.57418196709457,12.775167177420139,12.542544882151386,12.83364139496258,12.834580754998028
1242,3,0,3,2010,2,13.700099706452946,13.764217263576723,13.81049801614073,13.641157170819495,14.106312757752299,13.826357007886234,13.783233359370383,13.749407091268846
1536,3,1,2,2010,2,12.785491060761776,13.369223455335854,12.978493006984626,12.779873068457553,12.853175887588712,13.026247012254581,13.017486955585385,13.004477477989525
1972,4,1,2,2010,2,12.89921982609012,13.262125319779487,13.698976741708323,13.011431816697048,12.826649133255284,13.105586000477631,13.0905335361414,13.079514586728916
2281,5,0,4,2010,2,13.422467969854669,13.652991628466498,13.624955196243215,13.567049198665774,13.270783382522602,13.112313041550829,13.622419834486076,13.590243371416449
2420,5,1,1,2010,2,12.425208175446844,12.355350402941998,12.364131447495634,12.33641137342882,12.306502889777354,12.34096248389343,13.216973045246451,13.198091075432924
2930,7,0,3,2010,2,13.244581010128577,13.36138027787483,13.473020249017498,13.189990872744914,13.155798153490569,13.190022025878145,13.264899903828647,13.242377659135961
3157,7,0,5,2010,2,13.493926933836812,13.558249914505826,13.64709190633931,13.444446876573442,13.623138665316818,13.666220181078502,13.623394787011767,13.605995250356761
3252,7,1,2,2010,2,12.804909146618876,12.637855061955712,12.602328814553028,12.551433829568632,12.54236629477704,12.636194272376512,12.660290073522816,12.640395527856128
3310,7,1,3,2010,2,13.021437458814368,12.84397135185964,13.081541382884074,13.050826295805116,12.992080082764469,13.221756930054593,13.216973045246451,13.198091075432924
3403,9,0,3,2010,2,13.190022025878145,13.112313041550829,13.090614679089748,13.028052697933088,13.060541163760986,12.986829982109134,13.0080742310022,13.125464951482565
3538,9,0,4,2010,2,13.186745636333598,13.190022025878145,13.403775836842515,13.362938118928207,13.398478813484644,13.028052697933088,13.361481290035485,13.336828455753206
3814,10,0,2,2010,2,13.815510557964274,13.34550692871854,13.403775836842517,13.495511411810508,13.508247301147797,13.410715833238674,13.52422315658078,13.198091075432924
4051,10,1,1,2010,2,12.543258912885044,12.845291484064564,12.206072645530174,12.765688433465597,12.736700896592344,12.487485104968359,12.777990407758749,12.782120441901274
4162,10,1,2,2010,2,13.019222618484816,13.013366629028562,13.06048797368624,12.950388112664518,12.93301720567341,12.994530005894443,13.075692966694282,13.067959219457197
4394,11,0,3,2010,2,13.04692118223747,12.94919975839514,13.353475098367715,13.062613372998554,12.921470435024938,12.765688433465597,13.120563247531196,13.098691191214007
4518,11,0,4,2010,2,13.737549016494562,13.480736877978643,13.387544184509597,13.270783382522602,13.262125319779487,12.82557328592182,13.41792848484126,13.404296788408775
4764,12,0,2,2010,2,12.727838209334498,12.827992316801751,12.821258284620408,12.80765263256463,12.82509255421644,12.807366473957066,12.796258945606874,12.7989528471679
4846,12,0,3,2010,2,12.905139768601108,12.919839113292856,12.890254759704469,12.921623235086356,12.905916105880998,12.803992976147098,12.953678652749193,12.936727566147516
4986,12,0,4,2010,2,13.15127472089875,13.071070083016778,13.096312700204386,13.101139740952702,13.060501271470166,12.993165438932646,13.09190416991962,13.150579692262612
5353,14,0,3,2010,2,13.150464807515204,12.8790171187726,12.97733760535407,12.983101310070822,13.018113356030527,12.901093070471799,13.08846072020368,13.06627890030321
5490,14,0,4,2010,2,13.282212078346225,13.137251989898079,13.371174675467117,13.474427708785377,13.10724973959428,13.09519770933156,13.34550692871854,13.274147164538215
5765,14,1,2,2010,2,12.948009990259552,12.800779753276865,12.948009990259552,12.989974189358584,12.661913960963405,12.84111398287421,12.840930037125766,12.83639353996519
5865,14,1,3,2010,2,13.005829561148378,12.863592648446968,12.770675974976635,12.959844447906551,12.86099861326992,12.969871874118782,12.970319614386161,12.9756743744125
6026,17,1,2,2010,2,12.985397522331173,12.691580461311874,12.896716695872,12.873902018105827,12.897751521106855,12.897055842295348,12.921698521892074,12.929824232852972
6093,18,0,2,2010,2,12.782686009834167,12.691580461311874,13.005829561148378,12.788281460640308,12.83700882401673,12.848705011230127,13.216973045246451,13.198091075432924
6129,18,0,3,2010,2,13.032383963784804,12.977568792501096,12.939761781403055,12.92391243868049,12.936033799212836,12.89921982609012,12.791077667470416,12.983887652959897
6260,18,0,4,2010,2,13.11029079617006,13.270208504668311,13.150950834256241,13.399995114002609,13.231217782316412,13.426164831735994,13.251051376069034,13.227314737317021
6456,19,0,3,2010,2,13.134291948269604,13.001325049027272,12.977337605354071,12.976180867226248,12.972702602849923,13.038256868107329,13.03398854307046,13.017365950755817
6868,20,0,4,2010,2,13.429848077152288,13.371824237035911,13.250756592172728,13.447962428901906,13.172422577277066,12.892950213076523,13.215853720491667,13.298888981114336
7112,21,0,3,2010,2,13.030796183878838,12.894207284266574,12.961859223604895,12.932805702945746,12.862037034962404,12.767299380091984,12.845731141139133,12.948609319155338
7252,21,0,4,2010,2,13.407918188839936,13.250463380031645,13.208388156755412,13.256369657252064,13.217673557208654,13.022174650148896,13.028052697933088,13.18728418253295
7378,21,0,5,2010,2,12.93627473404113,13.16158409055761,13.437903777984507,13.195613839143922,13.112313041550829,13.37700559577791,13.317768438237716,13.306431606779475
7535,22,0,3,2010,2,12.977279800215179,12.852302906302366,12.88071635452556,12.932893935236043,12.85239023873332,12.77386916555579,12.86617997201192,12.897717760052055
7672,22,0,4,2010,2,13.183223265661091,13.315460007366243,13.055047670119459,13.267905682694986,13.287877815881904,13.307458861081008,13.081541382884074,13.246513279325166
8083,24,0,4,2010,2,13.36138027787483,13.159659162148024,13.369223455335854,13.190022025878145,13.217673557208652,13.287877815881902,13.30473376327346,13.282928258768887
8380,25,0,3,2010,2,13.032438669876342,13.149978544437301,12.793859310432293,12.86747112777554,12.900718702213855,12.77516717742014,12.967606449445613,12.951623690346755
8516,25,0,4,2010,2,13.39239051461739,13.369223455335854,13.195846154164133,13.322524852326614,13.259513215551562,13.107249739594282,13.344567282946443,13.32112862605652
8995,26,0,4,2010,2,13.362429595914447,13.20854107364538,13.049792684569493,13.178271009342625,13.292106151991424,13.203021280421783,13.320344046191558,13.30000884300091
9112,26,0,5,2010,2,13.527828485512494,13.521139497361697,13.527828485512494,13.592367006650065,13.548296050681888,13.539173682562128,13.500557756020198,13.478697207904037
